st_date	st_time	WS	airT	Pair	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
2022-11-24	19:00:00	2.149311287	6.532346421	102499.9091	5.645335869	0.019799903	0.068101441	5.645335869	0.019799903	0.068101441	0.182014315	0.003568939	0.850619848
2022-11-24	19:30:00	1.899691858	6.356193089	102547.7864	3.823051642	-0.027864856	0.493735268	3.823051642	-0.027864856	0.493735268	0.187673818	0.003518782	1.133447267
2022-11-24	20:00:00	1.995347512	6.325846288	102602.6376	5.017632238	0.163710655	-0.169039336	5.017632238	0.163710655	-0.169039336	0.195101735	0.003813461	1.036616106
2022-11-24	20:30:00	2.237494697	6.369878445	102647.1969	4.707845567	0.149716414	-1.114809235	4.707845567	0.149716414	-1.114809235	0.202071054	0.004082951	0.398017571
2022-11-24	21:00:00	2.218745065	6.378876071	102661.1606	4.207097126	0.262129946	0.137441239	4.207097126	0.262129946	0.137441239	0.208299085	0.004554785	0.476748327
2022-11-24	21:30:00	1.819427263	6.417925036	102722.091	3.996268965	0.168683673	0.156520345	3.996268965	0.168683673	0.156520345	0.214215013	0.004858415	0.566408208
2022-11-24	22:00:00	1.778339929	6.485918759	102674.9293	3.877066127	0.177356583	0.331314507	3.877066127	0.177356583	0.331314507	0.219954478	0.005177657	0.756195798
2022-11-24	22:30:00	1.943276727	6.498780479	102674.8725	4.691586478	0.19454281	0.342825877	4.691586478	0.19454281	0.342825877	0.226899728	0.005527834	0.952577471
2022-11-24	23:00:00	2.35524818	6.515980125	102688.8236	4.398532808	0.15102711	-0.3733464	4.398532808	0.15102711	-0.3733464	0.233411153	0.005799683	0.738712663
2022-11-24	23:30:00	1.88415878	6.524183616	102764.0001	4.934999566	0.266268946	0.676448064	4.934999566	0.266268946	0.676448064	0.240716743	0.006278967	1.126203839
2022-11-25	00:00:00	2.181594705	6.550986683	102763.6713	5.117855524	0.207792562	0.065515024	5.117855524	0.207792562	0.065515024	0.248293026	0.006652994	1.163732949
2022-11-25	00:30:00	1.993778806	6.572813396	102783.2762	4.237903833	0.13694331	-0.466177981	4.237903833	0.13694331	-0.466177981	0.254566662	0.006899492	0.896691229
2022-11-25	01:00:00	2.10522784	6.612547978	102763.7222	3.450651666	0.184965146	0.050003815	3.450651666	0.184965146	0.050003815	0.259674878	0.007232429	0.92533502
2022-11-25	01:30:00	1.965481633	6.584013846	102778.0987	2.823720931	0.232700578	-0.146754212	2.823720931	0.232700578	-0.146754212	0.26385501	0.00765129	0.841269494
2022-11-25	02:00:00	NaN	NaN	NaN	NaN	NaN	NaN	4.465497715	0.116765163	-0.091983174	0.270465567	0.007861467	0.788578578
2022-11-25	02:30:00	2.193692386	6.423340207	102680.6864	6.107274499	0.000829747	-0.037212135	6.107274499	0.000829747	-0.037212135	0.279506549	0.007862961	0.767262272
2022-11-25	03:00:00	2.148897477	6.2873441	102711.0494	4.988276557	-2.811604184	0.356095381	4.988276557	-2.811604184	0.356095381	0.286891009	0.002802073	0.971245143
2022-11-25	03:30:00	2.842221349	6.344770177	102716.6661	5.657342929	-0.072632055	0.479330331	5.657342929	-0.072632055	0.479330331	0.295265929	0.002671336	1.245820952
2022-11-25	04:00:00	2.49443937	6.158472072	102709.236	4.562721053	-1.004987514	-0.334765692	4.562721053	-1.004987514	-0.334765692	0.302020412	0.000862358	1.054056412
2022-11-25	04:30:00	3.005733305	6.127039005	102718.5202	4.940640963	-0.305060955	-0.139729383	4.940640963	-0.305060955	-0.139729383	0.309334353	0.000313248	0.974014933
2022-11-25	05:00:00	NaN	NaN	NaN	NaN	NaN	NaN	4.688171369	0.003997754	-0.05870917	0.316274548	0.000320444	0.940384436
2022-11-25	05:30:00	2.811936537	6.844780421	102643.5978	4.435701776	0.313056462	0.022311044	4.435701776	0.313056462	0.022311044	0.322840996	0.000883946	0.953164918
2022-11-25	06:00:00	2.906739277	6.96086914	102677.8244	4.148506098	0.29276414	-1.207967345	4.148506098	0.29276414	-1.207967345	0.328982291	0.001410921	0.261202425
2022-11-25	06:30:00	3.244898656	6.778581915	102698.5249	4.318706048	0.23044746	0.127487736	4.318706048	0.23044746	0.127487736	0.335375543	0.001825727	0.334231495
2022-11-25	07:00:00	NaN	NaN	NaN	NaN	NaN	NaN	3.578929555	0.248764955	-0.101927535	0.340673657	0.002273504	0.275844129
2022-11-25	07:30:00	2.953345488	6.601309757	102665.3236	2.839153063	0.267082449	-0.331342807	2.839153063	0.267082449	-0.331342807	0.344876634	0.002754252	0.086040327
2022-11-25	08:00:00	2.934230733	6.604671885	102744.3986	3.508380697	0.13035446	-0.598431902	3.508380697	0.13035446	-0.598431902	0.35007031	0.00298889	-0.256760686
2022-11-25	08:30:00	2.861599127	6.690215437	102808.3517	3.344685334	0.280145257	-0.10683954	3.344685334	0.280145257	-0.10683954	0.355021658	0.003493152	-0.317961806
2022-11-25	09:00:00	3.142946133	6.920568543	102811.0494	3.318472001	0.268731012	0.268423395	3.318472001	0.268731012	0.268423395	0.359934201	0.003976867	-0.164200264
2022-11-25	09:30:00	3.198513054	7.090005244	102844.5163	3.665863556	0.337959157	0.761775294	3.665863556	0.337959157	0.761775294	0.365361009	0.004585194	0.272169091
2022-11-25	10:00:00	3.681393795	7.160337165	102813.7172	4.471965295	0.281824405	-0.563401364	4.471965295	0.281824405	-0.563401364	0.371981141	0.005092478	-0.050565306
2022-11-25	10:30:00	3.470933476	7.214109445	102783.6007	4.682227879	0.096894808	0.134206584	4.682227879	0.096894808	0.134206584	0.378912537	0.005266889	0.026312536
2022-11-25	11:00:00	3.475035392	7.169748489	102861.1556	4.364051126	-0.032685345	-1.012418937	4.364051126	-0.032685345	-1.012418937	0.385372916	0.005208055	-0.553633548
2022-11-25	11:30:00	3.062085253	7.158665548	102866.8135	3.330687268	0.068924735	-0.97741898	3.330687268	0.068924735	-0.97741898	0.390303542	0.005332119	-1.113530532
2022-11-25	12:00:00	2.435623159	7.131149864	102813.9439	2.4197681	0.175986803	-0.532401879	2.4197681	0.175986803	-0.532401879	0.393885677	0.005648896	-1.418507428
2022-11-25	12:30:00	3.073819535	7.037119782	102849.9161	2.678740406	0.238348772	-0.810064059	2.678740406	0.238348772	-0.810064059	0.397851185	0.006077923	-1.882538138
2022-11-25	13:00:00	2.978726045	6.782037477	102852.629	2.131235461	0.211662479	-0.270879407	2.131235461	0.211662479	-0.270879407	0.401006187	0.006458916	-2.037706562
2022-11-25	13:30:00	3.012701483	6.587484967	102872.1542	2.002709211	0.23419822	-1.009922905	2.002709211	0.23419822	-1.009922905	0.403970923	0.006880473	-2.616222839
2022-11-25	14:00:00	2.849151679	6.505047562	102877.7751	1.832600321	0.235199143	-0.32456651	1.832600321	0.235199143	-0.32456651	0.406683836	0.007303831	-2.80214496
2022-11-25	14:30:00	NaN	NaN	NaN	NaN	NaN	NaN	1.602651891	0.199207616	-0.475036721	0.409056343	0.007662405	-3.074261251
2022-11-25	15:00:00	2.664609046	6.322448081	102824.8829	1.37270346	0.163216089	-0.625506931	1.37270346	0.163216089	-0.625506931	0.411088442	0.007956194	-3.432571711
2022-11-25	15:30:00	2.487904626	6.240904231	102888.9941	1.168178624	0.107664188	0.061468117	1.168178624	0.107664188	0.061468117	0.41281777	0.008149989	-3.397360799
2022-11-25	16:00:00	2.308104513	6.219601901	102905.5748	0.886773239	0.136000872	0.688267784	0.886773239	0.136000872	0.688267784	0.414130516	0.008394791	-3.003098907
2022-11-25	16:30:00	2.36430778	6.196599923	102908.3517	0.994650747	0.177972587	-1.002468013	0.994650747	0.177972587	-1.002468013	0.41560296	0.008715142	-3.577344782
2022-11-25	17:00:00	2.287629668	6.195803746	102919.3598	0.868733343	0.253959948	-0.304265739	0.868733343	0.253959948	-0.304265739	0.416889001	0.00917227	-3.751637969
2022-11-25	17:30:00	2.270455305	6.195240941	102950.0577	0.870766659	0.116152286	0.062631216	0.870766659	0.116152286	0.062631216	0.418178052	0.009381344	-3.715760797
2022-11-25	18:00:00	2.407062677	6.222930366	102955.5536	1.090805947	0.230288758	-0.053245748	1.090805947	0.230288758	-0.053245748	0.41979284	0.009795863	-3.746261672
2022-11-25	18:30:00	2.372337741	6.284621188	102961.0046	0.963886433	0.08654032	-0.177264435	0.963886433	0.08654032	-0.177264435	0.421219742	0.009951636	-3.847804433
2022-11-25	19:00:00	2.342961578	6.294022491	103099.9371	0.931833207	-0.090146949	-0.241442006	0.931833207	-0.090146949	-0.241442006	0.422599193	0.009789371	-3.986110169
2022-11-25	19:30:00	2.349215662	6.309016222	103091.5641	0.877641921	-0.07987116	-0.080280521	0.877641921	-0.07987116	-0.080280521	0.423898422	0.009645603	-4.03209743
2022-11-25	20:00:00	2.228154292	6.318358146	103149.1962	0.91485975	0.059626834	-0.676038528	0.91485975	0.059626834	-0.676038528	0.425252746	0.009752932	-4.419354012
2022-11-25	20:30:00	NaN	NaN	NaN	NaN	NaN	NaN	0.797987284	0.08116869	-0.450724754	0.426434057	0.009899035	-4.677543627
2022-11-25	21:00:00	1.904011369	6.267906017	103330.7192	0.681114817	0.102710546	-0.22541098	0.681114817	0.102710546	-0.22541098	0.427442354	0.010083914	-4.806666276
2022-11-25	21:30:00	1.990415792	6.272939818	103330.6333	0.608137855	-0.001502421	-0.71857365	0.608137855	-0.001502421	-0.71857365	0.428342619	0.01008121	-5.218288342
2022-11-25	22:00:00	1.885681746	6.291357615	103380.5656	0.618047803	0.052262321	-0.715060269	0.618047803	0.052262321	-0.715060269	0.429257554	0.010175282	-5.62789783
2022-11-25	22:30:00	1.751129195	6.34434085	103380.5454	0.588361164	0.201853535	0.003562333	0.588361164	0.201853535	0.003562333	0.430128542	0.010538619	-5.625857211
2022-11-25	23:00:00	1.850417008	6.372652733	103391.6818	0.614848984	0.151897502	-0.678619145	0.614848984	0.151897502	-0.678619145	0.431038741	0.010812034	-6.014592054
2022-11-25	23:30:00	1.489805286	6.438853187	103397.2379	0.723464182	-0.013938566	-0.287482166	0.723464182	-0.013938566	-0.287482166	0.432109731	0.010786945	-6.179271071
2022-11-26	00:00:00	1.503384709	6.480864448	103427.7846	0.857613128	0.091591375	-1.372618451	0.857613128	0.091591375	-1.372618451	0.433379309	0.010951809	-6.965551006
2022-11-26	00:30:00	1.352083183	6.480694823	103450.0769	0.545449543	0.117489981	-0.168399634	0.545449543	0.117489981	-0.168399634	0.434186773	0.011163291	-7.062015725
2022-11-26	01:00:00	1.636401442	6.384726784	103513.7412	0.815234715	-0.150512979	-0.535634375	0.815234715	-0.150512979	-0.535634375	0.435393616	0.010892368	-7.368844298
2022-11-26	01:30:00	1.490760993	6.348713532	103539.9497	0.754899321	0.174227458	-0.507590796	0.754899321	0.174227458	-0.507590796	0.436511141	0.011205977	-7.659608608
2022-11-26	02:00:00	1.989550157	6.18785033	103560.1859	1.245345219	0.709433444	-0.990079311	1.245345219	0.709433444	-0.990079311	0.438354704	0.012482957	-8.226757837
2022-11-26	02:30:00	1.625655526	6.045024443	103566.3349	1.001539163	0.451628207	-0.237680912	1.001539163	0.451628207	-0.237680912	0.439837345	0.013295888	-8.362909097
2022-11-26	03:00:00	1.74725577	5.743048678	103641.9045	1.06569796	0.571720758	-1.193538248	1.06569796	0.571720758	-1.193538248	0.441414965	0.014324985	-9.046606139
2022-11-26	03:30:00	1.374582159	5.662847805	103689.482	0.773748102	0.418910435	-0.784157999	0.773748102	0.418910435	-0.784157999	0.442560393	0.015079024	-9.495797026
2022-11-26	04:00:00	1.545048027	5.394394686	103683.4295	0.862749492	0.094473105	-0.665696894	0.862749492	0.094473105	-0.665696894	0.443837575	0.015249076	-9.877129588
2022-11-26	04:30:00	1.444550591	5.369316783	103791.0315	0.81235695	1.002407833	-0.615265222	0.81235695	1.002407833	-0.615265222	0.445040158	0.01705341	-10.22957327
2022-11-26	05:00:00	1.612124043	5.029328624	103808.4901	0.807290216	0.096908452	-0.396544662	0.807290216	0.096908452	-0.396544662	0.446235241	0.017227845	-10.45672679
2022-11-26	05:30:00	1.096829745	4.906526283	103841.6154	0.591725847	0.181817631	-0.124150991	0.591725847	0.181817631	-0.124150991	0.44711121	0.017555117	-10.52784446
2022-11-26	06:00:00	1.348657173	4.680815278	103855.6717	0.811658746	0.291995465	-0.690200005	0.811658746	0.291995465	-0.690200005	0.448312759	0.018080709	-10.92321319
2022-11-26	06:30:00	1.333307756	4.472013209	103891.6655	0.690307771	0.070991068	-0.414957396	0.690307771	0.070991068	-0.414957396	0.449334665	0.018208493	-11.16091412
2022-11-26	07:00:00	NaN	NaN	NaN	NaN	NaN	NaN	0.536816197	0.053064707	-0.303069529	0.450129348	0.018304009	-11.33452208
2022-11-26	07:30:00	0.964482615	4.205098163	103913.9209	0.383324622	0.035138347	-0.191181661	0.383324622	0.035138347	-0.191181661	0.450696807	0.018367258	-11.44403707
2022-11-26	08:00:00	1.210596732	3.987362058	103930.384	0.522470874	-0.203436484	-0.688851912	0.522470874	-0.203436484	-0.688851912	0.451470254	0.018001072	-11.83863357
2022-11-26	08:30:00	1.164853161	4.051469981	103969.5129	0.613624703	-0.109256039	-0.706857612	0.613624703	-0.109256039	-0.706857612	0.452378641	0.017804412	-12.24354432
2022-11-26	09:00:00	1.295860946	4.109582897	103963.8056	0.5824727	0.13255978	-0.717706115	0.5824727	0.13255978	-0.717706115	0.453240912	0.018043019	-12.65466943
2022-11-26	09:30:00	1.352855426	4.043961032	103994.277	0.540439117	0.332324438	-0.763514392	0.540439117	0.332324438	-0.763514392	0.454040958	0.018641203	-13.092035
2022-11-26	10:00:00	1.026389229	4.146703696	103986.3376	0.406913166	-0.030931106	-0.414753327	0.406913166	-0.030931106	-0.414753327	0.454643337	0.018585527	-13.32961902
2022-11-26	10:30:00	1.006860768	4.611754871	104055.322	0.64680581	-0.093552411	-0.848492057	0.64680581	-0.093552411	-0.848492057	0.455600844	0.018417133	-13.81566252
2022-11-26	11:00:00	1.113617131	5.764702098	104122.4825	1.121448026	1.409172532	-0.595544514	1.121448026	1.409172532	-0.595544514	0.457260994	0.020953643	-14.15680955
2022-11-26	11:30:00	1.153737627	6.402515906	104135.51	1.54988583	1.357975237	-1.018269086	1.54988583	1.357975237	-1.018269086	0.459555388	0.023397999	-14.74010679
2022-11-26	12:00:00	1.181518685	7.225672983	104127.6954	1.233449728	0.632634584	-0.769565819	1.233449728	0.632634584	-0.769565819	0.461381341	0.024536741	-15.1809388
2022-11-26	12:30:00	1.355336211	7.916885372	104155.5288	1.198255198	0.084116072	-0.855242425	1.198255198	0.084116072	-0.855242425	0.463155194	0.02468815	-15.67084913
2022-11-26	13:00:00	1.360271514	8.047445403	104174.6951	1.263615153	0.257463195	-1.592485429	1.263615153	0.257463195	-1.592485429	0.465025802	0.025151584	-16.58307593
2022-11-26	13:30:00	1.668290463	7.585974153	104216.5037	0.985695197	-0.006731202	-1.284601727	0.985695197	-0.006731202	-1.284601727	0.466484989	0.025139468	-17.31893706
2022-11-26	14:00:00	1.629592447	7.279214947	104188.7376	1.110614736	0.481267611	-0.761926843	1.110614736	0.481267611	-0.761926843	0.468129102	0.026005749	-17.75539323
2022-11-26	14:30:00	1.679129082	7.266784292	104128.8799	1.278714803	1.024926716	-1.280639269	1.278714803	1.024926716	-1.280639269	0.470022064	0.027850617	-18.48898453
2022-11-26	15:00:00	1.780678009	7.152474739	104140.5335	1.263214232	0.597182466	-2.121674471	1.263214232	0.597182466	-2.121674471	0.471892079	0.028925546	-19.70434781
2022-11-26	15:30:00	1.644535575	6.856514855	104130.3216	0.950102419	0.276869915	-1.434250792	0.950102419	0.276869915	-1.434250792	0.473298576	0.029423912	-20.52593273
2022-11-26	16:00:00	NaN	NaN	NaN	NaN	NaN	NaN	0.8604404	0.203854254	-0.960295175	0.47457234	0.029790849	-21.07602065
2022-11-26	16:30:00	1.302459272	6.932521402	104137.7267	0.770778382	0.130838593	-0.486339558	0.770778382	0.130838593	-0.486339558	0.475713371	0.030026359	-21.35461157
2022-11-26	17:00:00	1.383494119	7.041058684	104162.3117	0.728174264	0.247974682	-1.261356352	0.728174264	0.247974682	-1.261356352	0.476791333	0.030472713	-22.077157
2022-11-26	17:30:00	NaN	NaN	NaN	NaN	NaN	NaN	0.705784972	0.228050548	-1.105395645	0.477836151	0.030883204	-22.71036313
2022-11-26	18:00:00	1.561661869	6.358025148	104250.1572	0.683395679	0.208126414	-0.949434938	0.683395679	0.208126414	-0.949434938	0.478847825	0.031257832	-23.25422995
2022-11-26	18:30:00	1.607810445	6.326580162	104212.9547	0.60840801	0.381402916	-1.254443771	0.60840801	0.381402916	-1.254443771	0.479748489	0.031944357	-23.97281564
2022-11-26	19:00:00	1.287560138	6.570323744	104081.5764	0.479086082	0.148696618	-0.354113705	0.479086082	0.148696618	-0.354113705	0.480457711	0.032212011	-24.17566334
2022-11-26	19:30:00	1.095952273	6.383860324	104219.2876	0.464014971	0.109347224	-0.750161097	0.464014971	0.109347224	-0.750161097	0.481144621	0.032408836	-24.60537971
2022-11-26	20:00:00	1.440958853	6.423434453	104122.2416	0.697513812	0.309876654	-1.207833203	0.697513812	0.309876654	-1.207833203	0.482177195	0.032966614	-25.29726536
2022-11-26	20:30:00	1.58707835	6.61447258	104176.8956	0.733755305	0.210767372	-0.726107944	0.733755305	0.210767372	-0.726107944	0.483263419	0.033345995	-25.71320331
2022-11-26	21:00:00	1.427160227	6.878225073	104259.1805	0.789444387	0.266220441	-1.086704132	0.789444387	0.266220441	-1.086704132	0.484432083	0.033825192	-26.33570234
2022-11-26	21:30:00	1.41951576	6.978418458	104213.9661	0.589105375	0.1230795	-0.693515903	0.589105375	0.1230795	-0.693515903	0.485304173	0.034046735	-26.73297053
2022-11-26	22:00:00	1.620121128	7.031397079	104183.1365	0.767162885	0.245424863	-0.934312533	0.767162885	0.245424863	-0.934312533	0.486439852	0.0344885	-27.26817475
2022-11-26	22:30:00	1.631605822	7.16619921	104182.7097	0.631489102	0.192827491	-1.013022222	0.631489102	0.192827491	-1.013022222	0.487374685	0.034835589	-27.84846642
2022-11-26	23:00:00	1.879871984	7.289244874	104111.1697	1.00125146	0.262414251	-1.322200775	1.00125146	0.262414251	-1.322200775	0.488856901	0.035307935	-28.60586549
2022-11-26	23:30:00	2.193378247	7.259859859	104099.9021	1.026893788	0.159581941	-1.86295124	1.026893788	0.159581941	-1.86295124	0.490377076	0.035595182	-29.67302379
2022-11-27	00:00:00	2.102311853	7.178908608	104188.6564	0.987430892	0.210131516	-1.508687	0.987430892	0.210131516	-1.508687	0.491838832	0.035973419	-30.53724816
2022-11-27	00:30:00	1.890330751	7.131305822	104083.2238	0.612999246	0.10823109	-1.202032149	0.612999246	0.10823109	-1.202032149	0.492746294	0.036168235	-31.22581078
2022-11-27	01:00:00	1.91805969	7.048477501	103969.2426	0.593901413	0.275785375	-0.905261246	0.593901413	0.275785375	-0.905261246	0.493625483	0.036664649	-31.7443735
2022-11-27	01:30:00	2.222131386	6.902039269	103922.1675	0.714222046	0.267525283	-1.13614772	0.714222046	0.267525283	-1.13614772	0.494682791	0.037146194	-32.3951954
2022-11-27	02:00:00	2.222351031	6.704005454	103966.6061	0.653201137	0.336916327	-1.217155211	0.653201137	0.336916327	-1.217155211	0.495649766	0.037752644	-33.092421
2022-11-27	02:30:00	2.142546816	6.590191898	103949.8445	0.660322331	0.356751374	-1.616669912	0.660322331	0.356751374	-1.616669912	0.496627282	0.038394796	-34.01850145
2022-11-27	03:00:00	1.983084343	6.572685127	103944.5423	0.555084582	0.294618123	-1.452289529	0.555084582	0.294618123	-1.452289529	0.497449009	0.038925109	-34.85041954
2022-11-27	03:30:00	1.832409563	6.5818016	103936.0949	0.582579689	0.256371166	-1.269841936	0.582579689	0.256371166	-1.269841936	0.498311438	0.039386577	-35.57782578
2022-11-27	04:00:00	2.077791093	6.547250542	103905.5416	0.647994278	0.279675278	-1.528863011	0.647994278	0.279675278	-1.528863011	0.499270705	0.039889992	-36.45360762
2022-11-27	04:30:00	2.091706432	6.438409885	103902.8139	0.64023496	0.257542674	-0.661042161	0.64023496	0.257542674	-0.661042161	0.500218485	0.040353569	-36.8322738
2022-11-27	05:00:00	2.326917818	6.279090909	103899.9476	0.855839882	0.347560915	-1.327004794	0.855839882	0.347560915	-1.327004794	0.501485439	0.040979179	-37.59242476
2022-11-27	05:30:00	NaN	NaN	NaN	NaN	NaN	NaN	0.80910062	0.300122435	-0.683481716	0.502683201	0.041519399	-37.98394504
2022-11-27	06:00:00	2.675691011	6.132042293	103880.4963	0.762361358	0.252683955	-0.039958638	0.762361358	0.252683955	-0.039958638	0.503811773	0.04197423	-38.00683463
2022-11-27	06:30:00	2.517289406	6.143610907	103841.5836	0.666148342	0.133091319	-1.484551646	0.666148342	0.133091319	-1.484551646	0.504797914	0.042213795	-38.8572335
2022-11-27	07:00:00	2.346705093	6.197641879	103847.2847	0.644083122	0.285436603	-1.637087942	0.644083122	0.285436603	-1.637087942	0.505751391	0.042727581	-39.79501005
2022-11-27	07:30:00	2.166794144	6.364061866	103830.6361	0.588651666	0.282530401	-0.894086757	0.588651666	0.282530401	-0.894086757	0.506622809	0.043236135	-40.30717166
2022-11-27	08:00:00	2.477876447	6.563698257	103772.1836	0.851364083	0.350244112	-1.937827398	0.851364083	0.350244112	-1.937827398	0.507883136	0.043866575	-41.41722143
2022-11-27	08:30:00	2.134166745	6.704160464	103829.168	0.638930917	0.115452303	-1.137479968	0.638930917	0.115452303	-1.137479968	0.508828986	0.044074389	-42.06880649
2022-11-27	09:00:00	2.134011111	6.840012576	103776.3187	0.721452924	0.228973509	-1.10540591	0.721452924	0.228973509	-1.10540591	0.509896998	0.044486541	-42.7020185
2022-11-27	09:30:00	2.519320898	7.02578526	103766.6352	0.757717699	0.294629559	-1.50694096	0.757717699	0.294629559	-1.50694096	0.511018695	0.045016874	-43.56524268
2022-11-27	10:00:00	2.99870775	7.144091164	103736.196	0.888210992	0.319203742	-1.976320916	0.888210992	0.319203742	-1.976320916	0.51233357	0.045591441	-44.69734278
2022-11-27	10:30:00	2.735946093	7.203550226	103736.247	0.927284449	0.310202145	-0.205770196	0.927284449	0.310202145	-0.205770196	0.513706287	0.046149805	-44.81521456
2022-11-27	11:00:00	2.918280075	7.114748672	103634.9692	0.906416661	0.158205466	-1.189562613	0.906416661	0.158205466	-1.189562613	0.515048113	0.046434575	-45.49663423
2022-11-27	11:30:00	2.693807615	7.052974779	103556.3998	0.826284142	0.250497446	-0.658937836	0.826284142	0.250497446	-0.658937836	0.516271313	0.04688547	-45.87409498
2022-11-27	12:00:00	2.95840311	7.007946101	103623.8806	0.982348373	0.393225698	-1.054948249	0.982348373	0.393225698	-1.054948249	0.517725545	0.047593276	-46.47840322
2022-11-27	12:30:00	2.879601846	6.957256745	103552.9428	0.890403594	0.340008848	-0.883062303	0.890403594	0.340008848	-0.883062303	0.519043666	0.048205292	-46.98424967
2022-11-27	13:00:00	3.114433603	6.919647326	103494.5124	1.006174192	0.272061666	0.39354051	1.006174192	0.272061666	0.39354051	0.520533169	0.048695003	-46.75881703
2022-11-27	13:30:00	2.76413725	6.819839894	103441.757	0.801183272	0.321098901	-1.232235099	0.801183272	0.321098901	-1.232235099	0.521719211	0.049272981	-47.46468087
2022-11-27	14:00:00	2.549539598	6.705464718	103427.7817	0.835432897	0.274733174	-0.95182584	0.835432897	0.274733174	-0.95182584	0.522955954	0.049767501	-48.00991728
2022-11-27	14:30:00	2.570105437	6.630285614	103436.0601	0.78794379	0.142297749	-0.441777801	0.78794379	0.142297749	-0.441777801	0.524122397	0.050023637	-48.26298179
2022-11-27	15:00:00	2.653722396	6.542365652	103419.4574	0.760549111	0.097534214	-0.531702099	0.760549111	0.097534214	-0.531702099	0.525248286	0.050199199	-48.56755783
2022-11-27	15:30:00	2.459135954	6.428028332	103408.3596	0.756367891	0.198090757	-1.090860274	0.756367891	0.198090757	-1.090860274	0.526367985	0.050555762	-49.19243763
2022-11-27	16:00:00	2.498646055	6.280132788	103419.3766	0.722413748	0.12774892	-0.485695904	0.722413748	0.12774892	-0.485695904	0.527437419	0.05078571	-49.47065985
2022-11-27	16:30:00	2.39665297	6.08284166	103402.8144	0.718190461	0.135687817	-0.440888426	0.718190461	0.135687817	-0.440888426	0.528500602	0.051029948	-49.7232149
2022-11-27	17:00:00	2.684008638	5.925972868	103391.5737	0.822024297	0.13645678	-0.259304195	0.822024297	0.13645678	-0.259304195	0.529717496	0.05127557	-49.87175267
2022-11-27	17:30:00	2.671385326	5.876120566	103388.9743	0.847794781	0.214581292	-0.376044833	0.847794781	0.214581292	-0.376044833	0.53097254	0.051661817	-50.08716323
